Company ID number,DMX_ISSUER_NAME,DMX_ISSUER_ID,Country of Classification
766,Zhuguang Holdings Group Company Ltd,IID000000002176690,CHINA
767,Asiasec Properties Limited,IID000000002148966,HONG KONG
768,Champion Real Estate Investment Trust,IID000000002199879,HONG KONG
769,China Dili Group,IID000000002385856,CHINA
770,"CHINA LOGISTICS PROPERTY HOLDINGS CO., LTD",IID000000002762776,CHINA
771,CHINA OVERSEAS PROPERTY HOLDINGS LIMITED,IID000000002746176,CHINA
772,Colour Life Services Group Co Ltd,IID000000002684127,CHINA
773,HANG LUNG GROUP LIMITED,IID000000002140249,HONG KONG
774,Hongkong Land Holdings Limited,IID000000002126219,HONG KONG
775,HYSAN DEVELOPMENT COMPANY LIMITED,IID000000002132098,HONG KONG
776,LANGHAM HOSPITALITY INVESTMENTS LIMITED,IID000000002668001,HONG KONG
777,Link Real Estate Investment Trust,IID000000002201426,HONG KONG
778,NAM TAI PROPERTY INC.,IID000000002176694,CHINA
779,Prosperity Real Estate Investment Trust,IID000000002202420,HONG KONG
780,Red Star Macalline Group Corporation Ltd.,IID000000002651143,CHINA
781,SOHO CHINA LIMITED,IID000000002182251,CHINA
782,Sunlight Real Estate Investment Trust,IID000000002202889,HONG KONG
783,SWIRE PROPERTIES LIMITED,IID000000002280490,HONG KONG
784,WHARF REAL ESTATE INVESTMENT COMPANY LIMITED,IID000000002822513,HONG KONG
785,Yuexiu Real Estate Investment Trust,IID000000002200809,CHINA
786,Ajisen (China) Holdings Ltd,IID000000002156500,CHINA
787,CAFE DE CORAL HOLDINGS LIMITED,IID000000002160759,HONG KONG
788,FAIRWOOD HOLDINGS LIMITED,IID000000002132204,HONG KONG
789,Haidilao International Holding Ltd,IID000000002921087,CHINA
790,Yum China Holdings Inc,IID000000002776229,CHINA
791,ALIBABA GROUP HOLDING LIMITED,IID000000002595555,CHINA
792,"ANHUI XINHUA MEDIA CO.,LTD",IID000000002574256,CHINA
793,BAOZUN INC.,IID000000002730577,CHINA
794,CHINA ANIMATION CHARACTERS COMPANY LIMITED,IID000000002725720,CHINA
795,"China Grand Automotive Services Group Co., Ltd.",IID000000002163600,CHINA
796,China Harmony New Energy Auto Holding Ltd,IID000000002669029,CHINA
797,CHINA MEIDONG AUTO HOLDINGS LIMITED,IID000000002681448,CHINA
798,CHINA YONGDA AUTOMOBILES SERVICES HOLDINGS LIMITED,IID000000002646637,CHINA
799,CHINA ZHENGTONG AUTO SERVICES HOLDINGS LIMITED,IID000000002605761,CHINA
800,CHOW TAI FOOK JEWELLERY GROUP LIMITED,IID000000002257405,HONG KONG
801,COGOBUY GROUP,IID000000002709408,CHINA
802,"CTRIP.COM INTERNATIONAL, LTD.",IID000000002200092,CHINA
803,Dah Chong Hong Holdings Ltd,IID000000002163549,CHINA
804,ESPRIT HOLDINGS LIMITED,IID000000002165648,HONG KONG
805,Giordano International Limited,IID000000002124798,HONG KONG
806,"Global Top E-Commerce Co., Ltd",IID000000002632455,CHINA
807,GOME Retail Holdings Limited,IID000000002124806,CHINA
808,GRAND BAOXIN AUTO GROUP LIMITED,IID000000002633292,CHINA
809,HengTen Networks Group Limited,IID000000002148856,CHINA
810,I.T LIMITED,IID000000002132669,HONG KONG
811,"JD.COM, INC.",IID000000002695241,CHINA
812,Jumei International Holding Ltd,IID000000002694857,CHINA
813,"Liaoning Cheng Da Co., Ltd.",IID000000002151712,CHINA
814,Lifestyle China Group Ltd,IID000000002769991,CHINA
815,LIFESTYLE INTERNATIONAL HOLDINGS LIMITED,IID000000002173828,HONG KONG
816,LUK FOOK HOLDINGS (INTERNATIONAL) LIMITED,IID000000002140701,HONG KONG
817,Meituan Dianping,IID000000002920696,CHINA
818,Pinduoduo Inc,IID000000002863606,CHINA
819,Pou Sheng International (Holdings) Ltd,IID000000002289065,CHINA
820,SA SA INTERNATIONAL HOLDINGS LIMITED,IID000000002182396,HONG KONG
821,"SHANGHAI YUYUAN TOURIST MART (GROUP) CO., LTD.",IID000000002183375,CHINA
822,"SUNING.COM CO., LTD.",IID000000002185262,CHINA
823,VIPSHOP HOLDINGS LIMITED,IID000000002642144,CHINA
824,WE SOLUTIONS LIMITED,IID000000002175754,HONG KONG
825,"XINHUA WINSHARE PUBLISHING AND MEDIA CO., LTD.",IID000000002124247,CHINA
826,ZHONGSHENG GROUP HOLDINGS LIMITED,IID000000002587265,CHINA
827,DAIRY FARM INTERNATIONAL HOLDINGS LIMITED,IID000000002163573,HONG KONG
828,LBX Pharmacy Chain Joint Stock Company,IID000000002729154,CHINA
829,"Shanghai Bailian Group Co., Ltd.",IID000000002143228,CHINA
830,SPRINGLAND INTERNATIONAL HOLDINGS LIMITED,IID000000002602034,CHINA
831,Sun Art Retail Group Ltd.,IID000000002623525,CHINA
832,"Yonghui Superstores Co., Ltd.",IID000000002605772,CHINA
833,CAR INC.,IID000000002709895,CHINA
834,"CMST Development Co., Ltd.",IID000000002143145,CHINA
835,"Daqin Railway Co., Ltd.",IID000000002142277,CHINA
836,"DAZHONG TRANSPORTATION (GROUP) CO., LTD.",IID000000002163762,CHINA
837,EHI CAR SERVICES LIMITED,IID000000002711995,CHINA
838,Guangshen Railway Company Limited,IID000000002149105,CHINA
839,MTR CORPORATION LIMITED,IID000000002148790,HONG KONG
840,"Shanghai JinJiang International Industrial Investment Co., Ltd.",IID000000002183342,CHINA
841,ASM PACIFIC TECHNOLOGY LIMITED,IID000000002155808,HONG KONG
842,Daqo New Energy Corp.,IID000000002576184,CHINA
843,"GCL System Integration Technology Co., Ltd.",IID000000002603628,CHINA
844,GCL-POLY ENERGY HOLDINGS LIMITED,IID000000002167195,CHINA
845,GigaDevice Semiconductor Beijing Inc,IID000000002771175,CHINA
846,"Hangzhou Silan Microelectronics Co., Ltd.",IID000000002125348,CHINA
847,HUA HONG SEMICONDUCTOR LIMITED,IID000000002711894,CHINA
848,"Jiangsu Changjiang Electronics Technology Co., Ltd.",IID000000002171885,CHINA
849,"JinkoSolar Holding Co., Ltd.",IID000000002577026,CHINA
850,"LONGi Green Energy Technology Co., Ltd.",IID000000002641884,CHINA
851,"MLS CO.,LTD.",IID000000002722413,CHINA
852,"SANAN OPTOELECTRONICS CO., LTD.",IID000000002143241,CHINA
853,SEMICONDUCTOR MANUFACTURING INTERNATIONAL CORPORATION,IID000000002140887,CHINA
854,Shanghai Fudan Microelectronics Group Company Limited,IID000000002140868,CHINA
855,"Tianjin Zhonghuan Semiconductor Co., Ltd.",IID000000002186859,CHINA
856,XINYI SOLAR HOLDINGS LIMITED,IID000000002681440,CHINA
857,"21Vianet Group, Inc.",IID000000002617626,CHINA
858,360 Security Technology Inc,IID000000002634749,CHINA
859,AGTech Holdings Limited,IID000000002140827,CHINA
860,Aisino Corporation,IID000000002146709,CHINA
861,"Beijing Shiji Information Technology Co., Ltd.",IID000000002148614,CHINA
862,Beijing Sinnet Technology Co Ltd,IID000000002684688,CHINA
863,CHINA NATIONAL SOFTWARE & SERVICE COMPANY LIMITED,IID000000002161832,CHINA
864,"China TransInfo Technology Co., Ltd",IID000000002586256,CHINA
865,China Youzan Limited,IID000000002185565,CHINA
866,CHINASOFT INTERNATIONAL LIMITED,IID000000002161925,CHINA
867,"DHC Software Co., Ltd",IID000000002159374,CHINA
868,DIGITAL CHINA HOLDINGS LIMITED,IID000000002164091,CHINA
869,GDS HOLDINGS LIMITED,IID000000002775780,CHINA
870,Glodon Company Limited,IID000000002591063,CHINA
871,HI SUN TECHNOLOGY (CHINA) LIMITED,IID000000002149158,CHINA
872,Hundsun Technologies Inc.,IID000000002168898,CHINA
873,"IFLYTEK CO., LTD",IID000000002197328,CHINA
874,INESA INTELLIGENT TECH INC.,IID000000002182371,CHINA
875,Inspur International Ltd,IID000000002170749,CHINA
876,KINGDEE INTERNATIONAL SOFTWARE GROUP COMPANY LIMITED,IID000000002172750,CHINA
877,KINGSOFT CORPORATION LIMITED,IID000000002141104,CHINA
878,Neusoft Corporation,IID000000002143243,CHINA
879,"Newland Digital Technology Co., Ltd.",IID000000002167064,CHINA
880,"Shanghai 2345 Network Holding Group Co., Ltd.",IID000000002183337,CHINA
881,"Shanghai Baosight Software Co., Ltd.",IID000000002134965,CHINA
882,"SHENZHEN KINGDOM SCI-TECH CO., LTD",IID000000002141830,CHINA
883,Sinosoft Technology Group Ltd,IID000000002670562,CHINA
884,SUNEVISION HOLDINGS LTD.,IID000000002185248,HONG KONG
885,TravelSky Technology Ltd,IID000000002140675,CHINA
886,Venustech Group Inc.,IID000000002593027,CHINA
887,"Wangsu Science & Technology Co., Ltd.",IID000000002453499,CHINA
888,Westone Information Industry Inc.,IID000000002355300,CHINA
889,Xunlei Ltd,IID000000002624335,CHINA
890,"YONYOU NETWORK TECHNOLOGY CO.,LTD.",IID000000002187727,CHINA
891,China BlueChemical Ltd,IID000000002149533,CHINA
892,CHINA XLX FERTILISER LTD.,IID000000002161911,CHINA
893,DONGYUE GROUP LIMITED,IID000000002164344,CHINA
894,"GANFENG LITHIUM CO., LTD.",IID000000002596522,CHINA
895,"GEM Co., Ltd.",IID000000002574532,CHINA
896,HUABAO INTERNATIONAL HOLDINGS LIMITED,IID000000002132444,CHINA
897,"Jiangsu Yangnong Chemical Co., Ltd.",IID000000002171909,CHINA
898,"Kingenta Ecological Engineering Group Co., Ltd.",IID000000002598420,CHINA
899,"Luxi Chemical Group Co., Ltd.",IID000000002183307,CHINA
900,"Meihua Holdings Group Co., Ltd",IID000000002135000,CHINA
901,"NINGBO SHANSHAN CO.,LTD",IID000000002143248,CHINA
902,"Qinghai Salt Lake Industry Co., Ltd.",IID000000002180590,CHINA
903,"SHANDONG HUALU-HENGSHENG CHEMICAL CO.,LTD",IID000000002141863,CHINA
904,SINOFERT HOLDINGS LIMITED,IID000000002124790,CHINA
905,Tianqi Lithium Corporation,IID000000002597992,CHINA
906,TSAKER CHEMICAL GROUP LIMITED,IID000000002736041,CHINA
907,"Wanhua Chemical Group Co., Ltd.",IID000000002138326,CHINA
908,"Zhejiang Longsheng Group Co., Ltd",IID000000002141102,CHINA
909,Angang Steel Company Limited,IID000000002149730,CHINA
910,"Baoshan Iron & Steel Co.,Ltd.",IID000000002159193,CHINA
911,"Bengang Steel Plates Co., Ltd.",IID000000002131866,CHINA
912,CHINA ORIENTAL GROUP COMPANY LIMITED,IID000000002132481,CHINA
913,Hesteel Company Limited,IID000000002132004,CHINA
914,"Hunan Valin Steel Co., Ltd.",IID000000002169743,CHINA
915,"Inner Mongolia Baotou Steel Union Co., Ltd",IID000000002170663,CHINA
916,MAANSHAN IRON & STEEL COMPANY LIMITED,IID000000002174527,CHINA
917,MONGOLIAN MINING CORPORATION,IID000000002601332,HONG KONG
918,"Nanjing Iron & Steel Co., Ltd.",IID000000002155119,CHINA
919,"Sansteel Minguang Co., Ltd.,Fujian",IID000000002182672,CHINA
920,SHOUGANG FUSHAN RESOURCES GROUP LIMITED,IID000000002167122,CHINA
921,TIANGONG INTERNATIONAL COMPANY LIMITED,IID000000002132597,CHINA
922,"Xinxing Ductile Iron Pipes Co., Ltd.",IID000000002140015,CHINA
923,"Xinyu Iron & Steel Co., Ltd",IID000000002134923,CHINA
924,BYD Electronic (International) Company Limited,IID000000002124020,CHINA
925,"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD.",IID000000002161796,CHINA
926,COMBA TELECOM SYSTEMS HOLDINGS LIMITED,IID000000002140964,CHINA
927,"Dawning Information Industry Co., Ltd.",IID000000002712904,CHINA
928,"EASTERN COMMUNICATIONS CO., LTD.",IID000000002125948,CHINA
929,"Fiberhome Telecommunication Technologies Co., Ltd.",IID000000002134484,CHINA
930,"GRG Banking Equipment Co., Ltd.",IID000000002131977,CHINA
931,Guangzhou Haige Communications Group Incorporated Company,IID000000002597984,CHINA
932,"Hengtong Optic-Electric CO.,LTD",IID000000002171890,CHINA
933,Hytera Communications Corporation Limited,IID000000002619053,CHINA
934,"Inspur Electronic Information Industry Co., Ltd.",IID000000002170748,CHINA
935,"KAILE SCIENCE AND TECHNOLOGY CO., LTD. HUBEI",IID000000002138274,CHINA
936,Legend Holdings Corporation,IID000000002351523,CHINA
937,LENOVO GROUP LIMITED,IID000000002125076,CHINA
938,Meitu Inc,IID000000002772398,CHINA
939,Ninestar Corporation,IID000000002190459,CHINA
940,Shenzhen Sunway Communication Co Ltd,IID000000002602732,CHINA
941,TPV TECHNOLOGY LIMITED,IID000000002185913,CHINA
942,"TSINGHUATONGFANG CO., LTD.",IID000000002187532,CHINA
943,VTECH HOLDINGS LIMITED,IID000000002188446,HONG KONG
944,Xiaomi Corp,IID000000002845042,CHINA
945,Yangtze Optical Fibre and Cable Joint Stock Ltd Co,IID000000002708820,CHINA
946,Yealink Network Technology Co Ltd,IID000000002801040,CHINA
947,ZTE Corporation,IID000000002190270,CHINA
948,APT SATELLITE HOLDINGS LIMITED,IID000000002140296,CHINA
949,China Mobile Limited,IID000000002133312,CHINA
950,CHINA TELECOM CORPORATION LIMITED,IID000000002161892,CHINA
951,China Tower Corporation Limited,IID000000002864484,CHINA
952,CHINA UNICOM (HONG KONG) LIMITED,IID000000002141460,CHINA
953,China United Network Communications Limited,IID000000002138271,CHINA
954,CITIC Telecom International Holdings Limited,IID000000002140936,HONG KONG
955,HKBN LTD.,IID000000002725611,HONG KONG
956,HKT Trust and HKT Limited,IID000000002632361,HONG KONG
957,HUTCHISON TELECOMMUNICATIONS HONG KONG HOLDINGS LIMITED,IID000000002398099,HONG KONG
958,PCCW LIMITED,IID000000002140227,HONG KONG
959,SMARTONE TELECOMMUNICATIONS HOLDINGS LIMITED,IID000000002133085,HONG KONG
960,361 DEGREES INTERNATIONAL LIMITED,IID000000002402096,CHINA
961,ANTA SPORTS PRODUCTS LIMITED,IID000000002132728,CHINA
962,BEST PACIFIC INTERNATIONAL HOLDINGS LIMITED,IID000000002697178,CHINA
963,BOSIDENG INTERNATIONAL HOLDINGS LIMITED,IID000000002132906,CHINA
964,"CHINA DONGXIANG (GROUP) CO., LTD.",IID000000002149525,CHINA
965,CHINA LILANG LIMITED,IID000000002452606,CHINA
966,Chow Sang Sang Holdings International Ltd,IID000000002161974,HONG KONG
967,CITYCHAMP WATCH & JEWELLERY GROUP LIMITED,IID000000002132319,CHINA
968,Cosmo Lady (China) Holdings Co Ltd,IID000000002703920,CHINA
969,Crystal International Group Ltd,IID000000002820120,HONG KONG
970,Global Brands Group Holding Ltd,IID000000002705892,HONG KONG
971,"HLA CORP., LTD.",IID000000002141796,CHINA
972,JNBY Design Ltd,IID000000002770241,CHINA
973,"Lao Feng Xiang Co., Ltd.",IID000000002133907,CHINA
974,LI & FUNG LIMITED,IID000000002124807,HONG KONG
975,Li Ning Co Ltd,IID000000002173757,CHINA
976,"LU THAI TEXTILE CO.,LTD",IID000000002174099,CHINA
977,"NanJi E-Commerce Co., LTD",IID000000002171908,CHINA
978,PACIFIC TEXTILES HOLDINGS LIMITED,IID000000002132732,HONG KONG
979,Regina Miracle International (Holdings) Ltd,IID000000002744364,HONG KONG
980,SHENZHOU INTERNATIONAL GROUP HOLDINGS LIMITED,IID000000002183482,CHINA
981,TEXHONG TEXTILE GROUP LIMITED,IID000000002186667,CHINA
982,TEXWINCA HOLDINGS LIMITED,IID000000002133086,HONG KONG
983,WEIQIAO TEXTILE COMPANY LIMITED,IID000000002189397,CHINA
984,XTEP INTERNATIONAL HOLDINGS LIMITED,IID000000002286045,CHINA
985,YUE YUEN INDUSTRIAL (HOLDINGS) LIMITED,IID000000002149753,HONG KONG
986,Zhejiang Semir Garment Co Ltd,IID000000002612798,CHINA
987,BOC AVIATION LIMITED,IID000000002237940,CHINA
988,CHINA AIRCRAFT LEASING GROUP HOLDINGS LIMITED,IID000000002705206,CHINA
989,CITIC RESOURCES HOLDINGS LIMITED,IID000000002160573,CHINA
990,CWT International Limited,IID000000002129667,CHINA
991,HC GROUP INC.,IID000000002124330,CHINA
992,Shougang Concord International Enterprises Company Limited,IID000000002183578,CHINA
993,"Wuchan Zhongda Group Co., Ltd.",IID000000002190445,CHINA
994,XIAMEN C&D INC.,IID000000002189911,CHINA
995,Anhui Expressway Company Limited,IID000000002141372,CHINA
996,Beijing Capital International Airport Company Limited,IID000000002149108,CHINA
997,China Merchants Port Holdings Company Limited,IID000000002148752,CHINA
998,"COSCO SHIPPING INTERNATIONAL (HONGKONG) CO.,LTD.",IID000000002124153,CHINA
999,COSCO SHIPPING Ports Limited,IID000000002150265,CHINA
1000,Dalian Port (PDA) Company Limited,IID000000002163601,CHINA
1001,Guangzhou Baiyun International Airport Company Limited,IID000000002151564,CHINA
1002,HOPEWELL HIGHWAY INFRASTRUCTURE LIMITED,IID000000002169558,CHINA
1003,Jiangsu Expressway Company Limited,IID000000002148764,CHINA
1004,Ningbo Zhoushan Port Company Limited,IID000000002599378,CHINA
1005,"Qingdao Port International Co., Ltd.",IID000000002699966,CHINA
1006,"Shanghai International Airport Co., Ltd.",IID000000002130083,CHINA
1007,"Shanghai International Port (Group) Co., Ltd.",IID000000002155067,CHINA
1008,Shenzhen Expressway Company Limited,IID000000002183451,CHINA
1009,SHENZHEN INTERNATIONAL HOLDINGS LIMITED,IID000000002148753,CHINA
1010,Sichuan Expressway Company Limited,IID000000002123768,CHINA
1011,"TANGSHAN PORT GROUP CO.,LTD.",IID000000002593334,CHINA
1012,"Tianjin Port Co., Ltd.",IID000000002453512,CHINA
1013,TIANJIN PORT DEVELOPMENT HOLDINGS LIMITED,IID000000002186854,CHINA
1014,"XIAMEN INTERNATIONAL PORT CO., LTD.",IID000000002154020,CHINA
1015,Yuexiu Transport infrastructure Limited,IID000000002140893,CHINA
1016,"ZHEJIANG EXPRESSWAY CO., LTD.",IID000000002132233,CHINA
1017,"BEIJING CAPITAL CO., LTD",IID000000002125289,CHINA
1018,BEIJING ENTERPRISES HOLDINGS LIMITED,IID000000002124801,CHINA
1019,BEIJING ENTERPRISES WATER GROUP LIMITED,IID000000002183319,CHINA
1020,Beijing Gas Blue Sky Holdings Limited,IID000000002150884,CHINA
1021,"Beijing Jingneng Clean Energy Co., Limited",IID000000002622826,CHINA
1022,Canvest Environmental Protection Group Co Ltd,IID000000002718542,CHINA
1023,"CGN NEW ENERGY HOLDINGS CO., LTD.",IID000000002710899,CHINA
1024,"CGN Power Co., Ltd.",IID000000002707289,CHINA
1025,"Chengdu Xingrong Environment Co., Ltd.",IID000000002159837,CHINA
1026,"China Datang Corporation Renewable Power Co., Limited",IID000000002606439,CHINA
1027,China Everbright Greentech Ltd,IID000000002768063,CHINA
1028,China Everbright Water Limited,IID000000002140492,CHINA
1029,CHINA GAS HOLDINGS LIMITED,IID000000002141285,CHINA
1030,CHINA LONGYUAN POWER GROUP CORPORATION LIMITED,IID000000002572530,CHINA
1031,"China National Nuclear Power Co., Ltd",IID000000002412224,CHINA
1032,CHINA OIL AND GAS GROUP LIMITED,IID000000002124813,CHINA
1033,CHINA POWER CLEAN ENERGY DEVELOPMENT COMPANY LIMITED,IID000000002813382,CHINA
1034,China Power International Development Limited,IID000000002149390,CHINA
1035,CHINA RESOURCES GAS GROUP LIMITED,IID000000002133562,CHINA
1036,CHINA RESOURCES POWER HOLDINGS COMPANY LIMITED,IID000000002161864,CHINA
1037,China Three Gorges Corporation,IID000000002239911,
1038,CHINA TIAN LUN GAS HOLDINGS LIMITED,IID000000002603289,CHINA
1039,CHINA WATER AFFAIRS GROUP LIMITED,IID000000002161901,CHINA
1040,"China Yangtze Power Co., Ltd.",IID000000002150754,CHINA
1041,CK INFRASTRUCTURE HOLDINGS LIMITED,IID000000002150117,HONG KONG
1042,CLP HOLDINGS LIMITED,IID000000002160592,HONG KONG
1043,CONCORD NEW ENERGY GROUP LIMITED,IID000000002161904,CHINA
1044,"Datang International Power Generation Co., Ltd.",IID000000002163715,CHINA
1045,ENN ENERGY HOLDINGS LIMITED,IID000000002189928,CHINA
1046,GCL New Energy Holdings Limited,IID000000002182570,CHINA
1047,"GD POWER DEVELOPMENT CO., LTD.",IID000000002167196,CHINA
1048,"GUANGDONG ELECTRIC POWER DEVELOPMENT CO., LTD",IID000000002151620,CHINA
1049,GUANGDONG INVESTMENT LIMITED,IID000000002143002,CHINA
1050,HK ELECTRIC INVESTMENTS LIMITED,IID000000002685016,HONG KONG
1051,Huadian Energy Company Limited,IID000000002126635,CHINA
1052,Huadian Fuxin Energy Corporation Limited,IID000000002647954,CHINA
1053,Huadian Power International Corporation Limited,IID000000002124383,CHINA
1054,"HUANENG POWER INTERNATIONAL, INC.",IID000000002125016,CHINA
1055,HUANENG RENEWABLES CORPORATION LIMITED,IID000000002606323,CHINA
1056,"Hubei Energy Group Co., Ltd.",IID000000002169694,CHINA
1057,Inner Mongolia Mengdian Huaneng Thermal Power Corporation Limited,IID000000002143262,CHINA
1058,KUNLUN ENERGY COMPANY LIMITED,IID000000002160624,CHINA
1059,Panda Green Energy Group Limited,IID000000002151530,CHINA
1060,Power Assets Holdings Limited,IID000000002123735,HONG KONG
1061,"SDIC Power Holdings Co., Ltd.",IID000000002151755,CHINA
1062,SHANGHAI ELECTRIC POWER COMPANY LIMITED,IID000000002130090,CHINA
1063,Shenergy Company Limited,IID000000002134938,CHINA
1064,"Shenzhen Energy Group Co., Ltd.",IID000000002147120,CHINA
1065,"SICHUAN CHUANTOU ENERGY CO., LTD.",IID000000002183654,CHINA
1066,THE HONG KONG AND CHINA GAS COMPANY LIMITED,IID000000002169542,HONG KONG
1067,TIANJIN DEVELOPMENT HOLDINGS LIMITED,IID000000002186847,CHINA
1068,TOWNGAS CHINA COMPANY LIMITED,IID000000002187175,CHINA
1069,"Zhejiang Zheneng Electric Power CO., LTD",IID000000002683204,CHINA
1070,CHINA STATE CONSTRUCTION FINANCE (CAYMAN) I LIMITED,IID000000002661220,CHINA
1071,CK Hutchison International (19) Limited,IID000000002953269,HONG KONG
1072,Guotai Junan Holdings Limited,IID000000002753791,CHINA
1073,Sino-Ocean Land Treasure Iv Limited,IID000000002864127,CHINA
1074,SUNRISE (CAYMAN) LIMITED,IID000000002950645,CHINA
1075,YUEXIU REIT MTN COMPANY LIMITED,IID000000002665028,CHINA
